Date,Bytes
2013-05-22,328539
2008-10-17,765804
2008-07-25,180537
2009-07-02,697490
2009-12-29,65278
2013-01-11,497331
2009-03-16,124685
2010-06-17,250430
2009-07-15,360569
2009-10-20,222261
2013-02-28,1905480
2008-12-22,113803
2008-11-09,192764
2009-02-04,111073
2009-02-10,262168
2008-10-20,490525
2013-07-25,226180
2009-07-09,139386
2010-08-12,120853
2009-04-28,649705
2013-03-14,216123
2013-07-08,1548909
2012-07-18,871056
2009-04-18,43630
2011-01-20,178051
2011-08-23,620346
2010-10-15,388789
2012-10-13,123892
2009-08-17,194390
2009-08-10,620965
2009-09-21,218488
2013-06-10,3123209
2012-05-03,2438143
2009-01-18,87253
2009-10-01,428704
2009-10-07,2253910
2011-02-25,749228
2012-04-27,638099
2009-01-06,84166
2008-11-12,137059
2008-09-29,30110
2010-05-06,143068
2013-05-12,425100
2008-07-31,67656
2009-02-09,103007
2010-06-08,1674634
2008-09-30,1504946
2009-01-20,185178
2009-12-11,121288
2009-10-26,293102
2013-02-07,685808
2011-06-21,115362
2011-08-03,452051
2011-07-11,579059
2012-08-02,275203
2010-06-03,731617
2009-08-05,157309
2008-11-07,131870
2011-10-13,4405168
2013-05-10,947374
2009-10-02,346089
2012-12-02,443087
2012-12-19,538270
2011-04-19,707691
2008-12-03,806112
2010-05-12,166224
2013-06-01,187494
2008-12-17,195838
2009-08-29,136961
2012-12-11,474100
2013-07-07,571881
2010-02-02,115286
2009-05-31,59467
2012-10-16,518391
2012-01-02,106507
2009-04-10,134968
2008-07-19,191217
2010-01-08,103171
2008-08-20,223633
2010-01-03,131195
2009-07-25,298195
2008-07-27,123473
2008-08-02,105944
2008-11-04,66543
2011-08-21,2571156
2009-01-12,340565
2010-05-17,159269
2013-02-12,520218
2010-06-09,99047
2009-01-30,223946
2013-04-16,502138
2013-04-16,418080
2013-06-21,388622
2013-06-21,393618
2013-06-03,369483
2013-06-03,410735
2013-02-23,650584
2013-06-28,403466
2013-06-28,453836
2012-12-16,464885
2012-12-16,454228
2013-01-11,546376
2012-06-21,1642322
2010-05-27,160079
2009-05-28,125348
2010-05-16,65727
2008-12-09,128932
2008-11-27,143710
2010-06-09,142168
2012-01-26,447499
2010-06-09,69403
2011-09-04,107431
